idno,country,polnews,internet,trust1,trust2,trust3,polint,trustparl,trustlegal,trustpolice,trustpols,trustparties,trusteuparl,trustun,leftright,satlife,satecon,satgov,equality,happy,unsafe,badhealth,natattach,eurattach,relig,religatt,prayer,becomeold,gender,age,marital,domicile,education,working
7762,es,60,,2,2,4,3,5,5,5,5,5,5,5,,8,5,0,2,7,2,3,10,6,6,7,7,8,1,50,,1,11,0
7827,es,60,30,4,3,2,4,0,4,4,0,0,0,4,5,5,5,5,8,7,2,3,7,7,7,3,1,70,2,53,4,4,8,0
7863,es,90,,5,4,5,1,1,0,3,0,1,7,8,7,8,5,6,2,8,3,3,7,6,8,5,6,60,2,49,,1,9,0
7880,es,90,720,6,6,7,1,3,9,10,0,0,4,4,10,3,2,0,2,6,1,1,10,10,7,5,1,70,1,33,6,1,30,1
7902,es,0,,5,8,3,3,0,5,8,0,0,0,5,,8,3,0,2,8,2,3,10,6,0,7,7,67,1,69,,4,7,0
8043,es,120,240,8,5,6,2,1,1,7,6,6,7,7,4,9,6,2,2,9,1,2,9,9,9,2,1,70,2,58,5,1,5,1
8105,es,75,,5,1,2,3,7,8,8,5,5,6,6,3,4,4,5,2,5,2,3,9,8,0,7,7,8,2,71,5,4,,0
8119,es,270,720,6,3,2,2,7,8,9,0,4,7,9,6,8,2,0,4,8,2,2,10,10,7,6,6,60,1,51,6,4,11,1
8226,es,30,60,5,4,8,3,5,6,6,5,5,7,7,5,5,5,3,4,8,2,4,8,5,4,7,1,70,2,42,,4,13,0
8240,es,30,,4,7,0,4,0,0,5,0,0,0,,4,8,0,0,1,10,2,3,10,0,4,7,1,70,1,53,,3,8,1
8247,es,45,,6,8,,3,2,4,10,2,2,,,5,8,,0,1,,1,3,10,9,10,,1,70,1,79,6,4,13,0
8267,es,120,,3,8,5,2,4,7,7,4,4,6,6,7,8,6,5,2,8,2,2,10,9,7,3,6,70,2,,,3,15,0
8285,es,60,60,10,8,1,3,4,5,8,4,3,4,4,3,8,6,7,2,7,2,2,10,7,7,5,6,70,2,59,1,4,6,0
8286,es,60,180,10,10,5,2,6,6,10,5,5,7,8,5,9,6,2,4,9,1,3,9,7,6,5,4,80,2,48,,4,20,1
8309,es,30,300,6,5,3,2,4,4,8,2,1,7,8,7,9,4,1,3,9,1,2,9,6,5,6,7,0,1,34,6,4,13,1
8340,es,60,60,5,5,5,3,6,8,8,6,6,6,6,5,8,8,4,2,8,2,2,9,7,3,6,7,60,1,45,,4,13,1
8346,es,20,30,8,8,6,1,9,8,8,6,6,8,8,3,7,5,4,2,7,2,3,8,8,0,7,7,68,2,58,,3,15,1
8357,es,90,,5,5,,3,,8,8,4,,,,,6,5,,2,6,2,4,,,7,7,1,75,2,90,,4,4,0
8375,es,90,,3,7,7,1,5,1,6,7,7,7,3,3,10,8,6,2,9,2,2,7,5,1,7,7,60,1,71,,4,,0
8387,es,30,300,6,5,4,2,3,3,8,0,0,6,8,,8,4,2,2,8,1,2,5,9,1,7,7,75,1,29,6,4,23,0
8403,es,30,120,4,5,2,1,6,6,5,2,2,5,6,3,7,8,4,2,9,2,1,7,7,0,5,7,65,2,27,6,3,12,0
8433,es,30,120,7,4,7,2,4,5,6,2,2,5,5,6,10,3,1,1,10,2,2,8,6,5,4,2,60,2,37,,3,17,1
8455,es,120,120,7,6,7,3,5,4,8,2,3,5,5,6,7,5,5,2,6,2,2,8,8,5,6,6,70,2,54,,3,8,1
8462,es,30,480,7,7,3,2,2,7,7,0,0,2,3,3,8,7,4,2,8,1,1,8,6,0,7,7,60,1,34,6,1,17,1
8563,es,10,180,8,7,5,3,8,7,9,5,5,8,8,4,8,6,7,2,8,2,3,9,9,6,6,6,60,1,15,6,3,9,0
8607,es,60,270,4,6,6,2,5,7,7,4,4,7,8,2,8,5,5,1,8,1,1,7,7,8,7,1,80,2,25,6,4,20,1
8616,es,60,420,5,6,4,3,4,7,6,2,0,8,10,5,8,5,3,1,9,4,3,9,9,7,3,1,60,2,22,6,3,15,0
8671,es,0,330,9,7,9,4,,5,8,,,,,,6,4,,2,8,3,2,8,8,2,6,4,60,2,16,6,4,10,0
8675,es,30,90,2,,,3,0,5,5,0,0,,,10,6,3,0,1,6,1,3,10,5,0,7,7,65,1,52,,4,,1
8705,es,60,60,5,7,4,3,0,5,10,0,0,5,8,6,9,9,5,2,8,2,1,10,10,8,4,4,70,1,59,,4,12,1
8713,es,120,10,4,4,4,2,3,3,2,3,4,5,5,3,5,3,3,2,7,2,3,4,4,0,7,7,62,1,62,,4,14,1
8719,es,60,120,5,6,6,2,1,1,1,1,1,1,5,1,8,2,1,2,7,2,2,0,4,0,7,7,70,1,20,6,3,15,0
8742,es,45,840,6,6,3,3,,5,8,3,4,,,7,8,,2,8,9,2,1,9,6,6,5,5,70,1,17,6,4,12,0
8753,es,120,60,5,7,6,3,6,6,7,5,5,5,5,4,8,5,5,2,8,2,4,8,5,5,7,7,68,1,49,,4,9,1
8754,es,70,120,5,3,5,4,2,4,10,0,0,5,5,3,1,6,5,2,8,1,2,10,10,6,5,1,70,2,56,4,3,17,1
8804,es,90,90,7,8,7,3,6,8,9,5,3,6,,5,7,6,5,4,8,1,2,8,8,0,7,7,65,1,33,6,4,21,1
8811,es,210,200,4,4,6,2,6,5,8,3,3,6,6,6,6,4,3,2,6,2,2,4,4,0,5,7,60,2,25,6,5,17,1
8894,es,45,60,3,5,3,2,4,4,8,1,1,3,3,1,9,1,2,1,5,3,4,10,7,0,7,7,70,1,75,,3,6,0
8903,es,30,30,8,8,7,3,3,7,7,3,2,5,4,2,8,6,3,3,8,2,2,5,5,0,6,7,70,1,64,4,1,17,0
9058,es,30,150,5,5,5,4,3,3,5,1,1,5,5,6,5,7,8,2,5,3,1,8,8,2,7,6,70,2,33,6,3,14,1
9159,es,120,120,0,2,2,1,1,5,10,0,0,2,5,5,5,1,0,2,5,1,1,10,8,7,5,6,80,1,47,,4,18,1
9169,es,30,480,7,3,4,4,5,4,4,0,1,4,5,1,5,4,4,1,6,3,3,5,5,4,5,7,70,2,27,6,4,11,0
9407,es,30,300,1,3,1,3,0,0,2,0,0,0,1,2,7,1,0,2,7,3,2,1,0,0,7,7,70,1,27,6,4,23,1
9657,es,120,300,6,5,3,2,0,0,1,0,1,2,4,2,9,4,2,2,9,2,2,2,1,1,7,7,70,1,50,,4,16,1
9670,es,1110,600,8,9,6,1,9,9,9,9,9,10,10,5,10,9,9,2,9,2,1,10,10,10,5,3,70,2,29,6,1,17,1
9679,es,90,90,7,7,7,1,7,8,8,4,3,4,7,4,9,5,4,1,8,1,1,8,8,3,7,7,75,2,52,,3,17,1
9680,es,1,150,7,7,4,2,6,7,5,6,5,6,5,5,6,6,6,2,6,2,2,5,5,4,7,7,74,1,43,6,3,19,1
9721,es,120,20,1,1,4,3,5,5,10,5,5,3,0,5,6,3,2,2,5,3,3,8,7,6,6,2,65,2,65,,4,14,0
9782,es,0,180,5,9,4,4,0,0,0,0,0,0,0,,8,,,8,8,2,2,0,0,0,7,7,50,1,18,6,2,15,0
9792,es,90,120,8,5,8,1,7,7,7,5,5,6,6,3,8,5,7,1,8,3,2,7,7,5,6,6,65,2,79,4,3,18,0
9829,es,45,90,7,5,5,3,5,5,7,3,3,5,7,5,9,8,8,3,10,2,2,7,9,4,7,4,80,2,23,6,2,16,0
9858,es,60,300,6,4,7,3,5,6,8,3,3,6,6,6,8,5,2,2,7,2,1,8,7,2,7,7,75,2,44,6,4,17,1
9888,es,90,480,7,8,4,2,7,5,8,5,6,6,7,6,7,6,6,2,9,4,3,5,5,0,7,7,60,2,16,6,3,13,0
9899,es,120,,6,7,5,3,1,1,1,1,1,,,4,8,2,5,1,6,2,4,10,10,6,5,6,80,1,83,,4,5,0
9918,es,0,,8,5,2,3,5,9,9,3,3,7,5,,10,3,3,2,10,1,2,5,5,5,2,2,70,1,36,1,4,16,0
9962,es,0,60,7,2,3,1,4,5,6,6,4,5,6,6,5,7,,3,6,2,3,6,5,0,7,7,65,2,61,4,3,20,0
10020,es,15,180,6,6,0,3,1,4,5,0,0,2,4,5,5,0,0,1,10,3,3,5,5,3,7,7,75,2,35,,4,14,1
10082,es,60,60,5,5,7,2,8,8,9,5,5,7,7,6,7,4,4,3,7,1,2,10,9,6,6,2,80,1,43,,3,14,1
10117,es,60,,5,5,5,3,5,8,8,0,0,2,0,5,8,3,4,2,8,1,3,10,4,4,7,6,70,1,90,5,2,9,0
10151,es,60,,5,8,6,3,6,6,6,3,2,4,6,5,6,4,4,2,6,2,2,6,6,0,7,7,70,1,39,6,4,11,1
10268,es,30,,6,5,4,3,4,5,8,1,1,3,4,6,8,6,5,2,8,2,3,9,5,7,4,1,70,2,58,,3,8,0
10301,es,60,60,6,1,1,3,3,8,9,6,5,7,7,4,8,6,4,1,8,4,3,9,9,6,5,6,70,1,61,,3,2,1
10365,es,90,150,9,9,5,1,9,7,9,9,9,8,8,0,9,5,8,1,9,1,3,8,8,0,7,7,70,1,64,,3,20,0
10376,es,30,480,8,8,2,3,4,4,5,4,4,5,5,3,8,6,5,2,8,1,2,5,5,1,7,7,55,1,20,6,4,15,0
10385,es,60,180,5,7,7,1,6,2,7,5,2,5,5,5,7,3,5,2,7,1,4,8,7,8,7,7,75,1,51,6,4,14,0
10463,es,300,480,6,5,3,3,0,5,8,0,2,2,2,3,7,5,2,1,7,3,2,10,,3,7,7,70,2,46,,1,10,0
10465,es,120,,0,5,0,4,0,0,2,0,0,5,0,,6,3,0,1,6,1,3,10,10,0,7,7,65,2,60,5,4,8,0
10495,es,60,120,4,5,4,3,7,7,8,8,7,6,6,4,10,9,6,2,8,3,2,7,7,3,6,5,65,1,68,,3,10,0
10497,es,10,,6,7,8,2,6,5,7,2,1,3,6,4,8,5,5,2,8,2,3,8,8,3,7,7,70,2,64,,1,9,0
10565,es,30,180,2,8,2,4,2,2,8,1,1,7,7,,5,1,1,2,5,2,2,10,10,10,6,1,60,2,37,3,4,12,1
10571,es,60,,6,6,7,3,,5,8,0,1,,,2,2,2,4,2,5,2,3,7,5,6,4,6,63,1,63,5,4,,0
10600,es,30,150,2,2,2,3,5,7,8,0,0,0,7,10,5,3,3,2,9,1,1,7,8,8,7,7,60,1,17,6,4,10,1
10645,es,0,120,6,6,7,3,7,8,9,6,7,7,7,8,7,8,8,2,9,1,2,7,7,8,4,5,70,1,41,,1,15,1
10728,es,60,360,7,6,3,1,6,5,6,5,6,7,7,2,8,3,5,1,8,1,1,8,8,4,5,7,60,2,32,3,3,18,1
10800,es,90,60,8,8,7,3,4,8,10,3,3,6,9,7,10,6,4,2,10,2,2,10,10,3,7,7,75,2,51,,1,13,1
10852,es,60,30,4,7,7,3,0,4,5,0,0,3,5,6,8,0,0,2,7,3,3,8,5,7,7,6,65,1,57,6,1,13,1
10915,es,30,,8,5,2,2,1,7,9,0,0,2,2,8,9,5,1,2,9,2,3,10,8,5,4,1,65,1,51,,4,11,1
10936,es,60,120,9,5,7,3,4,6,5,2,2,3,4,4,10,0,0,2,10,1,1,9,9,9,7,1,70,1,47,,4,10,1
10945,es,1200,,7,5,8,4,7,5,7,3,3,5,5,3,6,5,5,1,5,2,4,8,5,3,7,7,0,1,68,,4,0,0
10969,es,10,,5,1,2,4,0,7,7,0,0,3,3,5,9,3,0,2,9,2,3,10,7,8,2,1,70,1,82,5,4,7,0
11080,es,20,360,2,2,1,2,4,7,9,1,1,5,9,5,3,0,4,1,4,1,1,9,9,1,6,6,65,1,37,6,1,29,0
11103,es,180,,8,6,4,3,7,8,7,7,8,8,9,6,7,7,7,3,7,1,2,8,7,6,7,7,60,1,22,6,3,18,1
11107,es,120,120,8,5,2,2,9,8,10,5,5,5,4,10,7,5,3,2,7,2,2,9,5,5,7,7,60,1,54,,3,12,1
11112,es,120,,8,0,1,4,3,0,8,3,0,0,,5,4,3,3,1,4,1,4,10,8,0,7,7,65,1,76,,4,8,0
11154,es,15,180,6,7,3,3,6,7,5,3,0,5,3,4,3,3,6,2,6,1,3,7,7,8,6,6,75,1,39,,3,22,1
11200,es,30,120,5,6,6,3,4,7,6,0,0,4,4,8,8,8,5,1,8,1,3,10,6,6,6,4,70,1,38,6,2,32,1
11203,es,120,,3,4,3,2,5,5,9,1,1,4,4,5,9,6,4,1,10,1,2,10,8,7,5,4,70,1,68,,4,5,0
11247,es,60,,0,0,0,2,0,4,9,0,0,0,,,10,5,0,2,9,1,2,10,10,6,4,4,70,2,69,5,4,8,0
11259,es,240,,1,,3,4,5,2,8,2,2,,,3,5,5,5,1,6,2,4,9,5,8,6,6,65,2,76,4,4,0,0
11316,es,30,240,7,8,2,2,,3,7,1,2,,,8,9,5,1,1,9,2,2,9,7,8,4,2,65,1,16,6,3,10,0
11357,es,60,180,3,3,0,4,0,3,0,0,0,0,,1,5,3,4,1,7,1,2,0,0,0,7,7,0,1,40,6,3,21,0
11508,es,120,300,6,6,6,3,4,6,7,0,0,6,6,7,7,3,4,2,8,1,1,7,7,2,5,6,75,1,27,6,4,10,1
11555,es,120,,5,6,7,3,6,5,7,5,4,6,6,7,8,5,5,2,7,2,2,8,7,3,7,7,70,2,80,5,3,6,0
11586,es,0,,5,5,5,4,6,5,5,4,4,5,4,3,6,2,3,2,8,2,2,8,8,6,7,7,65,1,54,,4,19,1
11642,es,60,300,6,7,6,1,9,9,9,3,1,5,7,6,9,7,5,2,9,2,2,8,8,5,7,7,70,1,56,,1,48,1
11646,es,60,50,6,7,3,4,7,6,8,2,2,5,0,8,8,3,1,2,9,1,1,10,10,8,5,1,54,1,55,,4,17,1
11672,es,90,,3,3,5,4,7,8,9,3,5,7,8,4,6,4,5,2,5,1,3,5,8,4,6,2,70,1,50,,4,12,1
11679,es,,120,7,7,5,4,2,2,2,2,2,3,,,9,5,1,8,10,3,1,,,0,7,6,65,2,17,6,2,14,0
11738,es,10,,5,3,1,3,5,5,5,4,4,5,5,5,7,4,3,3,7,2,3,7,5,3,7,7,75,1,55,6,3,14,0
11775,es,30,240,6,7,2,2,0,0,0,0,0,0,3,0,9,2,5,2,10,1,2,0,7,0,7,7,80,1,32,6,3,18,1
11802,es,30,90,5,4,3,4,5,5,8,2,2,5,5,5,8,5,5,2,8,2,2,5,5,2,5,6,75,1,46,,3,10,1
11827,es,30,,5,2,5,4,5,3,9,0,0,0,,,8,3,3,1,8,2,2,10,3,8,4,2,65,1,66,,3,15,0
11851,es,,60,5,6,7,4,5,5,7,5,5,5,2,,5,5,4,2,7,2,2,3,3,6,2,1,0,1,37,,4,15,1
11884,es,60,,5,5,0,4,5,5,5,0,0,3,3,5,5,5,5,1,5,2,3,10,10,3,7,6,50,1,66,3,3,9,0
11974,es,120,,5,9,5,3,5,1,5,5,5,,,7,7,5,5,2,7,2,4,10,5,8,3,6,65,1,,,3,6,0
11993,es,75,25,1,5,5,4,1,1,8,4,4,1,,4,9,2,3,3,8,2,4,10,6,6,6,1,75,2,69,,3,6,0
12095,es,60,480,7,7,7,2,3,8,8,0,0,7,8,5,10,6,0,2,10,1,1,10,10,0,7,7,65,1,37,,3,13,1
12118,es,60,120,10,10,5,2,8,7,8,5,5,6,8,3,8,5,,1,8,1,2,9,8,3,7,7,65,1,59,,1,15,1
12121,es,240,270,4,9,6,1,3,4,4,1,8,9,9,1,10,2,2,1,10,2,1,5,8,2,7,7,60,1,82,6,1,12,0
12129,es,,,,2,1,3,3,5,8,0,0,2,5,5,8,5,5,2,6,2,2,5,5,2,6,6,65,1,58,,4,,1
12163,es,75,30,9,9,5,3,7,5,7,4,3,5,6,4,7,5,4,2,9,1,1,8,6,7,3,1,70,2,52,,2,15,0
12175,es,15,60,6,7,0,3,5,5,7,5,5,5,5,5,5,3,2,2,6,2,3,6,5,6,4,6,70,1,34,,4,10,1
12207,es,60,120,0,5,10,2,6,5,8,7,7,6,5,8,8,8,6,2,10,2,2,10,10,7,1,1,75,2,50,,3,0,0
12242,es,15,90,3,,4,2,0,1,4,1,1,0,0,1,10,6,3,2,10,2,1,2,2,0,7,7,70,1,30,6,4,12,1
12244,es,30,120,4,5,3,3,4,0,5,2,0,6,6,5,8,4,3,4,7,3,3,7,0,6,7,7,50,2,20,6,3,10,1
12267,es,90,60,9,10,8,3,7,7,9,7,6,9,9,3,8,5,7,2,7,2,2,10,10,7,3,2,65,2,56,6,3,34,1
12400,es,0,120,5,5,2,4,0,3,7,0,0,3,5,,10,3,2,1,5,1,3,8,7,2,6,6,75,1,56,6,4,10,1
12431,es,60,,9,9,1,4,4,8,5,0,0,0,0,3,9,1,0,1,8,2,2,10,5,1,6,7,75,1,57,,4,8,0
12432,es,80,50,6,5,8,3,6,5,7,4,4,6,6,3,6,8,6,2,7,2,3,6,6,4,7,7,75,1,58,,4,8,1
12453,es,90,60,7,7,4,1,9,8,9,5,5,3,1,1,8,5,6,1,9,2,2,9,9,0,7,7,60,1,61,5,1,12,0
12495,es,75,,8,10,6,3,3,0,7,0,0,0,0,5,10,6,3,1,9,1,1,9,,0,3,2,8,2,75,,3,10,0
12504,es,180,30,5,8,7,2,5,4,5,5,5,5,4,3,9,7,9,4,9,2,3,8,8,9,3,1,50,2,59,,2,8,1
12535,es,30,360,5,4,5,4,2,4,5,1,0,3,6,,10,5,4,3,9,3,2,6,4,5,7,7,60,2,17,6,3,13,0
12617,es,120,150,5,4,4,1,8,8,8,5,4,7,8,3,8,6,1,1,9,3,1,3,5,5,7,7,65,2,19,6,2,13,0
12631,es,30,270,8,8,6,4,0,2,7,0,0,2,6,0,7,4,0,1,9,1,2,8,8,8,5,7,75,2,43,,3,16,1
12872,es,120,180,6,7,7,3,5,5,7,5,5,5,5,5,8,5,6,2,8,2,2,7,7,0,7,7,70,2,31,,4,18,0
12911,es,1200,120,6,8,2,3,8,8,10,4,2,6,7,4,9,7,4,2,9,1,3,8,8,0,7,7,70,1,35,6,3,14,1
12929,es,90,150,7,7,3,1,3,2,7,1,1,2,4,5,7,3,3,2,7,3,3,9,8,4,7,7,60,1,58,,1,18,1
12946,es,20,1080,6,8,3,2,6,8,10,2,4,7,6,5,5,8,4,1,7,1,1,10,8,0,7,7,65,1,29,6,1,16,0
12953,es,30,120,4,4,4,4,1,1,2,0,0,1,1,3,8,5,6,2,7,2,1,5,5,0,6,6,65,2,39,3,4,16,1
13008,es,0,,6,5,7,3,7,5,8,2,2,7,8,4,5,6,5,3,8,4,2,6,7,1,6,6,70,2,29,,4,2,1
13062,es,60,,5,5,6,3,0,0,6,0,0,0,0,10,10,2,0,2,6,2,2,10,10,8,6,7,70,1,74,,3,10,0
13072,es,0,120,3,5,5,4,5,8,10,5,5,5,5,5,8,6,6,7,8,2,2,8,8,5,6,6,65,1,60,,1,11,0
13162,es,120,,5,6,6,2,7,7,8,5,5,7,6,7,8,5,7,1,8,2,4,6,7,4,6,6,0,2,79,5,1,12,0
13170,es,5,30,3,4,2,4,0,2,2,0,0,0,0,,4,0,0,5,7,2,5,3,2,10,7,1,70,1,58,,1,8,1
13184,es,10,270,6,7,2,3,,5,7,2,2,3,7,,8,4,3,1,8,1,1,9,6,0,7,6,0,1,23,6,1,16,0
13217,es,0,60,0,0,6,4,3,2,10,0,0,5,3,,5,3,2,1,4,1,5,10,0,10,7,1,65,2,58,,3,12,0
13242,es,120,180,7,8,8,1,1,7,10,7,4,7,7,9,10,6,0,4,10,2,2,9,8,10,2,1,70,2,36,,3,29,1
13340,es,30,180,5,3,3,3,1,9,8,0,0,5,6,5,6,5,3,1,8,2,1,9,7,8,3,4,70,2,46,4,4,14,0
13381,es,60,120,7,7,7,2,7,7,7,7,7,7,7,7,8,4,1,1,8,1,3,9,8,10,1,1,65,1,55,6,3,15,0
13412,es,0,,3,3,3,4,,0,8,,,,,,8,3,,2,7,1,2,8,,5,7,7,70,2,65,5,4,8,0
13446,es,120,360,4,5,3,3,5,4,5,2,2,5,5,5,4,5,,2,5,1,1,8,8,2,7,7,65,1,30,6,4,18,1
13457,es,120,60,6,6,7,3,0,0,3,0,0,0,0,4,7,0,3,1,7,3,3,10,5,3,7,1,60,2,47,,4,12,0
13471,es,0,,6,5,4,4,,,10,3,1,,,,8,0,0,1,10,2,1,10,10,5,5,6,70,2,37,,3,16,0
13508,es,180,120,3,2,3,1,0,0,0,0,2,0,0,3,8,0,0,1,8,1,1,7,6,9,7,4,60,1,30,6,4,12,1
13518,es,180,,7,7,5,4,1,8,8,0,0,1,2,5,8,7,5,4,8,1,2,7,7,7,6,6,65,1,49,,3,8,1
13615,es,30,720,5,6,3,2,1,4,8,1,1,4,5,4,7,3,3,2,7,2,2,9,6,0,7,7,68,2,27,6,3,19,1
13625,es,60,30,7,7,9,2,6,7,8,4,4,6,6,5,8,6,5,2,8,2,2,8,6,6,6,4,70,2,60,,3,14,1
13663,es,150,,4,4,5,3,3,3,5,1,1,1,5,6,7,4,4,2,6,2,3,4,5,5,5,1,65,2,69,,4,12,0
13669,es,60,60,5,5,5,3,3,2,5,3,2,4,4,5,8,4,6,8,8,2,1,7,7,0,7,7,65,1,29,6,4,15,1
13672,es,360,,7,8,,3,5,5,5,2,1,1,1,5,6,8,5,2,5,3,4,,,5,5,5,70,2,85,5,4,6,0
13709,es,30,,5,4,4,2,5,8,3,2,2,2,2,5,7,8,3,2,8,2,4,9,9,9,3,1,75,2,47,4,4,13,1
13734,es,120,240,9,7,5,1,7,9,9,5,5,9,,5,9,4,5,3,8,3,4,8,4,7,3,1,60,2,52,6,1,22,1
13801,es,15,90,7,7,6,3,0,7,7,2,2,6,7,2,7,3,3,1,7,3,1,9,6,0,7,7,70,2,29,,3,22,1
13848,es,30,360,,0,0,1,0,0,3,0,0,4,3,,7,2,5,3,7,1,3,10,7,0,7,7,60,1,29,6,1,13,0
13905,es,105,390,7,7,3,3,3,7,10,3,3,3,3,5,7,3,2,8,7,2,2,10,3,3,7,2,80,1,50,1,3,15,1
14008,es,90,30,3,5,1,2,3,3,4,1,1,4,4,3,5,3,3,1,6,2,3,5,5,3,7,2,65,1,58,,4,17,0
14145,es,30,,5,5,4,4,5,7,6,5,5,4,3,5,8,5,4,8,4,2,1,5,5,7,5,4,70,1,25,6,3,13,1
14168,es,60,,3,5,4,4,5,6,8,,3,5,7,6,10,6,1,2,9,3,2,9,7,8,2,1,65,2,74,,3,0,0
14179,es,30,,6,5,5,4,8,10,10,10,10,10,10,5,10,7,7,8,10,1,2,10,,0,7,7,80,2,46,,4,,0
14196,es,0,60,6,8,7,4,0,2,5,3,5,0,0,1,10,8,6,2,10,1,2,8,5,4,6,4,60,1,42,,4,11,1
14355,es,0,60,4,5,2,1,4,4,5,5,5,5,,5,6,7,5,2,7,3,2,10,10,0,7,6,80,1,62,4,2,18,1
14358,es,60,60,5,8,8,2,2,4,8,0,1,1,3,10,10,0,0,2,10,1,2,10,8,1,7,7,68,1,36,6,4,12,1
14364,es,0,180,7,8,6,4,3,5,8,1,1,3,3,9,7,1,1,5,8,1,1,10,5,,,7,65,1,19,6,4,18,0
14463,es,60,120,5,5,5,2,1,5,9,0,0,1,2,6,7,3,3,3,6,2,2,7,7,1,6,7,65,1,50,,5,13,1
14475,es,60,5,4,7,7,4,0,7,10,0,0,6,6,6,8,6,0,2,8,2,2,7,7,5,5,1,80,2,72,,4,8,0
14616,es,60,,5,3,3,3,5,6,5,2,2,6,3,7,10,5,2,4,8,2,2,8,5,5,3,1,70,1,69,6,5,8,0
14626,es,60,300,0,2,0,4,0,0,10,0,0,0,0,10,8,8,0,7,7,2,3,10,2,7,4,2,65,1,30,,4,15,1
14632,es,300,420,4,7,3,2,9,9,9,5,5,9,9,6,8,5,5,3,8,4,1,7,7,6,7,5,60,2,22,6,1,16,0
14704,es,15,60,2,3,3,1,3,2,0,5,3,3,2,1,4,2,2,1,4,2,4,0,5,0,7,6,65,1,35,6,2,25,0
14745,es,150,60,7,4,5,1,0,0,9,0,0,0,0,10,10,3,2,1,10,2,3,10,10,8,4,6,65,1,61,,3,8,1
14770,es,120,,8,3,5,2,0,6,7,0,0,0,5,6,8,5,6,1,7,1,2,7,7,5,4,4,65,2,70,4,1,8,0
14781,es,60,,10,9,5,4,5,0,5,0,0,,0,,5,1,0,1,5,3,4,10,0,5,7,2,60,1,76,,1,0,0
14790,es,60,,6,2,5,3,2,2,5,4,4,4,5,7,7,5,1,1,5,2,3,10,7,5,5,6,70,1,74,,1,19,0
14839,es,60,60,6,7,5,2,4,7,7,5,5,4,5,,8,7,5,2,10,2,2,7,5,10,1,1,75,1,54,6,4,18,1
14846,es,30,90,7,5,3,1,0,5,7,0,0,0,7,3,10,3,0,4,9,1,1,10,7,4,7,1,70,1,36,6,3,14,1
14932,es,20,30,2,7,3,2,5,5,8,5,1,,,4,6,4,5,1,9,1,3,10,9,3,7,4,75,2,60,,4,8,1
14946,es,65,130,4,8,8,2,5,,9,1,1,,0,7,6,3,1,1,8,2,2,8,5,0,6,7,60,1,42,,3,12,1
15034,es,15,30,4,5,2,4,5,5,7,2,2,5,5,5,8,4,5,4,7,2,3,8,4,0,6,6,70,1,37,6,4,8,1
15041,es,90,480,7,4,5,3,0,0,6,0,0,3,5,5,7,3,1,3,7,3,2,4,4,,7,7,8,2,44,,3,15,1
15169,es,0,60,9,9,5,3,4,4,4,0,3,5,5,0,10,4,,1,10,1,1,,,0,7,1,8,2,52,6,4,17,0
15193,es,120,180,6,8,3,2,8,3,7,5,4,5,5,0,1,6,6,1,7,3,1,9,9,3,7,7,70,2,29,6,4,11,1
15228,es,75,360,6,7,6,2,3,5,7,1,2,6,7,5,8,4,3,2,8,2,4,8,8,8,3,1,60,1,80,,1,19,1
15230,es,30,420,6,3,8,3,4,5,9,3,2,7,7,8,9,6,1,5,8,1,2,10,7,7,3,1,65,1,66,,1,20,1
15245,es,120,,6,9,6,4,5,6,6,0,0,,,5,9,3,3,3,7,2,3,7,3,5,5,6,55,2,60,4,3,8,1
15276,es,210,60,8,8,1,4,0,5,8,0,0,3,8,5,8,0,0,1,10,2,4,10,9,5,5,1,70,2,55,5,1,14,0
15282,es,10,480,1,3,5,4,4,7,10,4,4,7,7,6,6,6,5,1,8,1,3,9,9,8,7,2,70,2,35,4,3,10,1
15287,es,90,480,5,6,6,3,1,1,1,0,0,1,1,2,9,1,1,2,9,2,2,6,5,2,7,7,70,1,30,6,4,12,1
15288,es,90,,5,5,6,2,5,6,6,5,5,4,4,6,8,5,3,1,8,1,3,7,7,0,6,7,65,2,74,6,4,10,0
15418,es,40,360,3,5,6,3,3,6,9,2,0,8,9,3,8,0,2,3,9,2,2,9,9,0,7,7,70,1,27,6,3,18,1
15468,es,120,300,5,5,3,1,2,0,1,0,2,4,6,2,9,2,0,2,9,3,2,5,3,0,6,1,65,2,23,6,1,18,1
15500,es,120,,8,5,5,2,7,7,9,6,6,8,7,5,9,6,6,3,10,1,3,9,8,5,7,6,70,1,62,,1,8,0
15533,es,90,,8,7,2,3,5,7,8,2,2,6,6,7,10,6,6,2,10,2,2,10,10,4,5,7,65,1,79,,3,9,0
15553,es,30,60,7,3,6,2,5,5,6,3,3,5,6,4,8,5,4,1,8,1,2,7,6,0,7,7,65,1,44,6,1,25,1
15554,es,60,,6,8,8,1,7,4,10,3,3,5,6,1,10,7,4,4,10,1,3,10,10,0,7,7,80,1,55,,4,8,1
15584,es,0,40,3,4,2,4,0,0,0,0,0,0,0,2,5,7,7,2,5,1,1,10,5,5,6,6,0,2,60,5,4,8,0
15593,es,180,,8,5,2,4,,7,8,0,0,,,7,6,3,2,2,4,2,4,10,1,8,3,1,65,2,83,,4,5,0
15598,es,30,390,7,7,3,1,3,5,2,2,3,5,0,0,7,4,4,1,7,1,2,1,1,0,7,7,60,1,18,6,3,15,0
15604,es,20,,6,7,5,3,5,5,5,5,5,5,5,,7,5,,2,7,2,3,8,6,8,3,1,80,2,62,5,3,11,0
